date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:41:59	86/86	---M-Z	200	added ('OK')	text/plain	etag:%22ec614354dc817486fb72fc0893e23b89%22	https://www.hexona.ai/robots.txt		(from )
08:42:01	1014973/1014973	---M-Z	200	added ('OK')	text/html	etag:%22d62ac12a6544afb7b4502e5f9cc9371c%22	https://www.hexona.ai/	C:/My%20Web%20Sites/Hexona%20copy/www.hexona.ai/index.html	(from )
08:42:01	26581/26581	---MC-	200	added ('OK')	image/png	etag:%22f873080e03b045a6d247e18aa312a850%22	https://framerusercontent.com/images/IqY4om5b8pn92V0SvVALxz0CUp0.png	C:/My%20Web%20Sites/Hexona%20copy/framerusercontent.com/images/IqY4om5b8pn92V0SvVALxz0CUp0.png	(from https://www.hexona.ai/)
08:42:02	128407/128407	---M-Z	404	error ('Not%20Found')	text/html	etag:%223170045eead31d16e6f0b8147478b4e9%22	https://www.hexona.ai/c	C:/My%20Web%20Sites/Hexona%20copy/www.hexona.ai/c.1.delayed	(from https://www.hexona.ai/)
08:42:03	128407/128407	---M-Z	404	error ('Not%20Found')	text/html	etag:%223170045eead31d16e6f0b8147478b4e9%22	https://www.hexona.ai/m	C:/My%20Web%20Sites/Hexona%20copy/www.hexona.ai/m.2.delayed	(from https://www.hexona.ai/)
08:42:03	495/495	---MC-	200	added ('OK')	image/png	etag:%2266eb36c229d12bcc84e2af4d4d1a8ec2%22	https://framerusercontent.com/images/acp2cDwcdCAjYgjT2Je23ZIYC7A.png	C:/My%20Web%20Sites/Hexona%20copy/framerusercontent.com/images/acp2cDwcdCAjYgjT2Je23ZIYC7A.png	(from https://www.hexona.ai/)
08:42:03	1491/1491	---MC-	200	added ('OK')	image/png	etag:%22301ae6a4e563863acd59a8895f57b9c8%22	https://framerusercontent.com/images/5eEBrcgZrpTpswgmkk51nT0I9c.png	C:/My%20Web%20Sites/Hexona%20copy/framerusercontent.com/images/5eEBrcgZrpTpswgmkk51nT0I9c.png	(from https://www.hexona.ai/)
08:42:03	16811/16811	---MC-	200	added ('OK')	image/png	etag:%227f618ed002ef2453d7091e48643b5d39%22	https://framerusercontent.com/images/er30OzT0YijxZxj8Td3sb28bY.png	C:/My%20Web%20Sites/Hexona%20copy/framerusercontent.com/images/er30OzT0YijxZxj8Td3sb28bY.png	(from https://www.hexona.ai/)
08:42:04	1307/1307	---MC-	200	added ('OK')	image/png	etag:%222d0f62a7d1188836bc402259107808b8%22	https://framerusercontent.com/images/niLyTbDqyuvEUHkk29IIEWFxcJk.png	C:/My%20Web%20Sites/Hexona%20copy/framerusercontent.com/images/niLyTbDqyuvEUHkk29IIEWFxcJk.png	(from https://www.hexona.ai/)
08:42:04	19277/19277	---MC-	200	added ('OK')	image/png	etag:%2284454f973d490ad33707e0db5cc6f853%22	https://framerusercontent.com/images/9tSJR3sr04p4VvOD7dZgOobsH0.png	C:/My%20Web%20Sites/Hexona%20copy/framerusercontent.com/images/9tSJR3sr04p4VvOD7dZgOobsH0.png	(from https://www.hexona.ai/)
08:42:05	3682/3682	---MC-	200	added ('OK')	image/png	etag:%2264a07e769b58e0d814a187664abe9ff6%22	https://framerusercontent.com/images/s7l8usru7RBaoSRsHO4uzGVD3k.png	C:/My%20Web%20Sites/Hexona%20copy/framerusercontent.com/images/s7l8usru7RBaoSRsHO4uzGVD3k.png	(from https://www.hexona.ai/)
08:42:05	18950/18950	---MC-	200	added ('OK')	image/png	etag:%227794979d057174fab323dbfb167d577a%22	https://framerusercontent.com/images/HckOd2xJ67RzaG2caZs2ur1UHA.png	C:/My%20Web%20Sites/Hexona%20copy/framerusercontent.com/images/HckOd2xJ67RzaG2caZs2ur1UHA.png	(from https://www.hexona.ai/)
08:42:05	19043/19043	---MC-	200	added ('OK')	image/png	etag:%22c73ef36547fd95fb0259e614f8036e95%22	https://framerusercontent.com/images/UoxNo4jnBlSZBxPJAF4qftgrYz4.png	C:/My%20Web%20Sites/Hexona%20copy/framerusercontent.com/images/UoxNo4jnBlSZBxPJAF4qftgrYz4.png	(from https://www.hexona.ai/)
08:42:05	26216/26216	---MC-	200	added ('OK')	image/png	etag:%22a8099f870caf10023e47a1902b43cca7%22	https://framerusercontent.com/images/VWdoxfrHXup0NvXCqRl0yIsbg.png	C:/My%20Web%20Sites/Hexona%20copy/framerusercontent.com/images/VWdoxfrHXup0NvXCqRl0yIsbg.png	(from https://www.hexona.ai/)
08:42:06	4276/4276	---MC-	200	added ('OK')	image/png	etag:%22c7adb45cc2a2201cd2bdda6b66a45247%22	https://framerusercontent.com/images/TXvCCbPbOXLC9URWNfRVX5U0iC4.png	C:/My%20Web%20Sites/Hexona%20copy/framerusercontent.com/images/TXvCCbPbOXLC9URWNfRVX5U0iC4.png	(from https://www.hexona.ai/)
08:42:06	14492/14492	---MC-	200	added ('OK')	image/png	etag:%220ff53f7fc31bfdf2b7398b7d618b2490%22	https://framerusercontent.com/images/1h87ns2Ps0CAPgYnwassgeqY.png	C:/My%20Web%20Sites/Hexona%20copy/framerusercontent.com/images/1h87ns2Ps0CAPgYnwassgeqY.png	(from https://www.hexona.ai/)
08:42:06	22152/22152	---MC-	200	added ('OK')	image/png	etag:%22bac37adb82be45025daf09d4d13d1afd%22	https://framerusercontent.com/images/UBzDbcjU9OK8N90S1vnMreOSijg.png	C:/My%20Web%20Sites/Hexona%20copy/framerusercontent.com/images/UBzDbcjU9OK8N90S1vnMreOSijg.png	(from https://www.hexona.ai/)
08:42:06	4951/4951	---MC-	200	added ('OK')	image/png	etag:%22ff1adc0841617d425f923e45dd8a18a3%22	https://framerusercontent.com/images/eIDifEepcllMTSnFfdMm68QyzI.png	C:/My%20Web%20Sites/Hexona%20copy/framerusercontent.com/images/eIDifEepcllMTSnFfdMm68QyzI.png	(from https://www.hexona.ai/)
08:42:06	2701/2701	---MC-	200	added ('OK')	image/png	etag:%223e0da3ae5331555cf42dfebc56a06d77%22	https://framerusercontent.com/images/ElXA9BRDlk1EUYX76fVdPRGVs.png	C:/My%20Web%20Sites/Hexona%20copy/framerusercontent.com/images/ElXA9BRDlk1EUYX76fVdPRGVs.png	(from https://www.hexona.ai/)
08:42:06	3245/3245	---MC-	200	added ('OK')	image/png	etag:%22417cab02a202d16c3bc7e16e7e14eaac%22	https://framerusercontent.com/images/fV5eKM828WIq0uUi1QspK4cUrEw.png	C:/My%20Web%20Sites/Hexona%20copy/framerusercontent.com/images/fV5eKM828WIq0uUi1QspK4cUrEw.png	(from https://www.hexona.ai/)
08:42:07	35907/35907	---MC-	200	added ('OK')	image/png	etag:%22db6a29faf5b73637ef4772fff25558ee%22	https://framerusercontent.com/images/6mcf62RlDfRfU61Yg5vb2pefpi4.png	C:/My%20Web%20Sites/Hexona%20copy/framerusercontent.com/images/6mcf62RlDfRfU61Yg5vb2pefpi4.png	(from https://www.hexona.ai/)
08:42:07	1053/1053	---MC-	200	added ('OK')	image/png	etag:%22d4b509062153fed7b68ba16ce2857b0d%22	https://framerusercontent.com/images/mNAgeLFNO3ud7TYNi6XwSYs3ag.png	C:/My%20Web%20Sites/Hexona%20copy/framerusercontent.com/images/mNAgeLFNO3ud7TYNi6XwSYs3ag.png	(from https://www.hexona.ai/)
08:42:08	6950/6950	---MC-	200	added ('OK')	image/png	etag:%220dce85156ab583daf0262b68946edf7e%22	https://framerusercontent.com/images/CSr01inYFSNcBiRsiHyP21guEk.png	C:/My%20Web%20Sites/Hexona%20copy/framerusercontent.com/images/CSr01inYFSNcBiRsiHyP21guEk.png	(from https://www.hexona.ai/)
08:42:08	152042/152042	---MC-	200	added ('OK')	image/png	etag:%22a22619db0fc2475c58e56586064fe263%22	https://framerusercontent.com/images/EKuunfYnG0x4pe5PTMtCYwgHso.png?scale-down-to=1024	C:/My%20Web%20Sites/Hexona%20copy/framerusercontent.com/images/EKuunfYnG0x4pe5PTMtCYwgHsobf23.png	(from https://www.hexona.ai/)
08:42:08	109660/109660	---MC-	200	added ('OK')	image/png	etag:%226af326ae83b6151cf8a1ee6ac45378a9%22	https://framerusercontent.com/images/sEWsfL7HQufI8JwTOycoiFPtZHM.png?scale-down-to=1024	C:/My%20Web%20Sites/Hexona%20copy/framerusercontent.com/images/sEWsfL7HQufI8JwTOycoiFPtZHMbf23.png	(from https://www.hexona.ai/)
08:42:08	87226/87226	---MC-	200	added ('OK')	image/png	etag:%22ff009c756f91597587af5a0c073065d3%22	https://framerusercontent.com/images/xn0VIQm5iFBqlJTXulpANQrZRY.png?scale-down-to=1024	C:/My%20Web%20Sites/Hexona%20copy/framerusercontent.com/images/xn0VIQm5iFBqlJTXulpANQrZRYbf23.png	(from https://www.hexona.ai/)
08:42:09	124332/124332	---MC-	200	added ('OK')	image/png	etag:%22ab0f27d22ed328d2b0fe38f63e2a709b%22	https://framerusercontent.com/images/NB3Y5QYqZqcMtLnUKvMdza6XgSs.png?scale-down-to=1024	C:/My%20Web%20Sites/Hexona%20copy/framerusercontent.com/images/NB3Y5QYqZqcMtLnUKvMdza6XgSsbf23.png	(from https://www.hexona.ai/)
08:42:09	17140/17140	---MC-	200	added ('OK')	image/png	etag:%22e5d4382f960ea01b6f5cf5db0def1e49%22	https://framerusercontent.com/images/CPLjVug4DNdAtgEPjhKGTVLprc.png	C:/My%20Web%20Sites/Hexona%20copy/framerusercontent.com/images/CPLjVug4DNdAtgEPjhKGTVLprc.png	(from https://www.hexona.ai/)
08:42:09	128407/128407	---M-Z	404	error ('Not%20Found')	text/html	etag:%223170045eead31d16e6f0b8147478b4e9%22	https://www.hexona.ai/[object%20Object]	C:/My%20Web%20Sites/Hexona%20copy/www.hexona.ai/[object%20Object].1a.delayed	(from https://www.hexona.ai/)
08:42:09	128407/128407	---M-Z	200	added ('OK')	text/html	etag:%223170045eead31d16e6f0b8147478b4e9%22	https://www.hexona.ai/404	C:/My%20Web%20Sites/Hexona%20copy/www.hexona.ai/404.html	(from https://www.hexona.ai/)
08:42:11	216103/216103	---M-Z	200	added ('OK')	text/html	etag:%2213265fb7df419b755ffd6979bed783ba%22	https://www.hexona.ai/privacy-policy	C:/My%20Web%20Sites/Hexona%20copy/www.hexona.ai/privacy-policy.html	(from https://www.hexona.ai/)
08:42:13	216349/216349	---M-Z	200	added ('OK')	text/html	etag:%2215f5754196676a1f39dd350e387ebd52%22	https://www.hexona.ai/terms-and-conditions	C:/My%20Web%20Sites/Hexona%20copy/www.hexona.ai/terms-and-conditions.html	(from https://www.hexona.ai/)
